fid,X,FECHA,HORA,MES,N,UBICACION,CRUCE,UBICACION_CRUCE,NUCLEO,ALCOHOLEMIA,GRAVEDAD,HERIDO_HOSP-24,HERIDO_HOSP+24,FALLECIDOS,ALCANCE,ATROPELLO,CAIDA,CHOQUE,COLISION,MARCHA_ATRAS,SALIDA_DE_VIA,SIN_CLASIF,VUELCO,AUTOR_DESC,N_VEHÍC,TURISMO,FURGON,CAMION,AUTOBUS,MOTOCICLET,CICLOMOTOR,BICICLETA,VMP,PEATON,ANIMAL,OTROS,DIA_SEMANA,DESNIVEL,TIPO_VIA,SENTIDO_UNICO,CARRILES_SENTIDO,VELOCIDAD_TRAMO,AÑO,Horario_Sol_AMANECER,Horario_Sol_OCASO,Aemet_prec
"942",2.51752384715735,2021/08/27,22:00:00,AGOSTO,,CR CALA FIGUERA,FALSO,,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:13,20:28,"0,0"
"943",2.47116185551967,2021/08/27,11:20:00,AGOSTO,"1",CL COLL,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:13,20:28,"0,0"
"944",2.53803558683286,2021/08/27,11:50:00,AGOSTO,"3",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:13,20:28,"0,0"
"945",2.48920216012905,2021/08/28,22:10:00,AGOSTO,,PZ JARDI,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:14,20:26,"0,0"
"946",2.53926023822557,2021/08/28,14:15:00,AGOSTO,"8",CL LLEO,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:14,20:26,"0,0"
"947",2.48136762369655,2021/08/28,15:15:00,AGOSTO,"27",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:14,20:26,"0,0"
"948",2.48226401025111,2021/08/28,20:30:00,AGOSTO,,AV MAR,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:14,20:26,"0,0"
"949",2.51485041357355,2021/08/28,19:10:00,AGOSTO,,CR PORTALS VELLS,FALSO,,PORTALS VELLS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:14,20:26,"0,0"
"950",2.51738132955821,2021/08/29,22:40:00,AGOSTO,,CR CALA FIGUERA,FALSO,,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:15,20:25,"0,0"
"951",2.47927802082922,2021/08/29,08:30:00,AGOSTO,,CR MAGALUF-S.PONSA,FALSO,,EL TORO,Negativa,Sin Heridos,"0","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,"1",,,,,,"2021",07:15,20:25,"0,0"
"952",2.48419277729583,2021/08/30,21:40:00,AGOSTO,"6",GV PUIG DEL TEIX,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:16,20:23,"25,5"
"953",2.47007040104504,2021/08/30,09:15:00,AGOSTO,"23",CL REI FERRAN II,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:16,20:23,"25,5"
"954",2.47792361219742,2021/08/30,08:10:00,AGOSTO,"97",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:16,20:23,"25,5"
"955",2.47721221529677,2021/08/31,16:35:00,AGOSTO,"13",CL REINA ISABEL CATOLICA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:17,20:22,"0,2"
"956",2.59158857838807,2021/09/01,16:00:00,SEPTIEMBRE,"15",CL BARRANC,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:18,20:20,"6,5"
"957",2.47864636027047,2021/09/01,11:30:00,SEPTIEMBRE,"80",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:18,20:20,"6,5"
"958",2.4835338101302,2021/09/01,15:43:00,SEPTIEMBRE,"96",AV REI JAUME I,FALSO,,SANTA PONSA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:18,20:20,"6,5"
"959",2.51718273370512,2021/09/01,16:53:00,SEPTIEMBRE,,CR CALA FIGUERA,VERDADERO,PASSEIG CALVIA,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:18,20:20,"6,5"
"960",2.47222854627575,2021/09/02,09:40:00,SEPTIEMBRE,"1",CL HUGUET DES FAR,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:19,20:19,"0,0"
"961",2.48550652235533,2021/09/02,12:05:00,SEPTIEMBRE,"3",CL MIGUEL DE UNAMUNO,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:19,20:19,"0,0"
"962",2.47176189756508,2021/09/02,16:20:00,SEPTIEMBRE,"29",CL ESGLESIA,FALSO,,ES CAPDELLA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:19,20:19,"0,0"
"963",2.50201526400399,2021/09/02,00:38:00,SEPTIEMBRE,,PASSEIG CALVIA,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:19,20:19,"0,0"
"964",2.51165282387329,2021/09/02,02:28:00,SEPTIEMBRE,,CR MAGALUF-S.PONSA,FALSO,,SON FERRER,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:19,20:19,"0,0"
"965",2.46708768813926,2021/09/04,18:00:00,SEPTIEMBRE,"69",VI CORNISA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:20,20:16,"0,0"
"966",2.46129815519927,2021/09/05,00:50:00,SEPTIEMBRE,"16",CL MIGUEL MIHURA,FALSO,,PAGUERA,Positivo,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:21,20:14,"0,0"
"967",2.47553590522279,2021/09/05,20:15:00,SEPTIEMBRE,"21",GV PORT,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:21,20:14,"0,0"
"968",2.48571281859385,2021/09/06,20:40:00,SEPTIEMBRE,"111",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:22,20:12,"0,0"
"969",2.58937061091603,2021/09/06,15:30:00,SEPTIEMBRE,,CL ARQUITECTE F CASA,FALSO,,BENDINAT,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:22,20:12,"0,0"
"970",2.52107442089154,2021/09/06,16:45:00,SEPTIEMBRE,,CM SON PILLO,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:22,20:12,"0,0"
"971",2.49741107426402,2021/09/08,22:10:00,SEPTIEMBRE,,CR CALVIA-SANTA PONS,FALSO,,GALATZO,Negativa,HERIDO_HOSP+24,"0","1","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:24,20:09,"0,0"
"972",2.59155988975942,2021/09/09,11:00:00,SEPTIEMBRE,"7800",CR ANDRATX,VERDADERO,PASSEIG CALVIA,CAS CATALA-SES ILLETES,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,"5",,,,,,"2021",07:25,20:08,"0,4"
"973",2.50536418006081,2021/09/10,11:20:00,SEPTIEMBRE,"31",CL MAR MEDITERRANIA,FALSO,,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:26,20:06,"1,6"
"974",2.53610034517432,2021/09/10,18:55:00,SEPTIEMBRE,"12",CL DUC DEXTREMERA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:26,20:06,"1,6"
"975",2.55432203943745,2021/09/11,11:05:00,SEPTIEMBRE,"8",CL PUNTA DES  CARREGADOR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:27,20:04,"0,0"
"976",2.58913194321388,2021/09/12,19:25:00,SEPTIEMBRE,,CL CALA CONTESA,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:28,20:03,"0,5"
"977",2.53481571063606,2021/09/12,18:25:00,SEPTIEMBRE,,CL CARLOS SAENZ DE TEJADA GARCIA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:28,20:03,"0,5"
"978",2.46973350218561,2021/09/14,19:40:00,SEPTIEMBRE,,GV PENYES ROTGES,VERDADERO,CL MURILLO,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:30,19:59,"0,0"
"979",2.44082222260713,2021/09/15,07:15:00,SEPTIEMBRE,"8",AV PEGUERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:31,19:58,"11,2"
"980",2.53609482807851,2021/09/15,18:15:00,SEPTIEMBRE,"2",CL COSTA I LLOBERA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:31,19:58,"11,2"
"981",2.53528848330723,2021/09/15,00:00:00,SEPTIEMBRE,"47",AV PERE VAQUER,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:31,19:58,"11,2"
"982",2.44053193848946,2021/09/15,07:30:00,SEPTIEMBRE,"8",AV PEGUERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:31,19:58,"11,2"
"983",2.52790997634644,2021/09/16,17:25:00,SEPTIEMBRE,"16",CL LLUNA,FALSO,,BADIA DE PALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:31,19:56,"0,0"
"984",2.50139653939411,2021/09/16,23:00:00,SEPTIEMBRE,"2",CL ILLES BALEARS,FALSO,,SON BUGADELLES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:31,19:56,"0,0"
"985",2.4491521884865,2021/09/16,20:00:00,SEPTIEMBRE,"4",GV DRAGONERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:31,19:56,"0,0"
"986",2.46998346906472,2021/09/16,20:40:00,SEPTIEMBRE,"61",VI CREU,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:31,19:56,"0,0"
"987",2.58905725022455,2021/09/16,19:50:00,SEPTIEMBRE,"63",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:31,19:56,"0,0"
"988",2.48200946474047,2021/09/17,11:20:00,SEPTIEMBRE,"24",AV CENTRAL,FALSO,,EL TORO,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:32,19:55,"0,0"
"989",2.48667830740742,2021/09/18,00:00:00,SEPTIEMBRE,"6",CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:33,19:53,"0,0"
"990",2.52850033350896,2021/09/18,08:20:00,SEPTIEMBRE,,CL GONGORA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:33,19:53,"0,0"
"991",2.53082602830075,2021/09/19,13:40:00,SEPTIEMBRE,"39",AV CAS SABONERS,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:34,19:51,"0,0"
"992",2.59463533830391,2021/09/20,22:55:00,SEPTIEMBRE,"39",CR ANDRATX,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:35,19:50,"5,4"
"993",2.44349244842738,2021/09/20,10:30:00,SEPTIEMBRE,"20",AV PEGUERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:35,19:50,"5,4"
"994",2.48255013534971,2021/09/20,18:00:00,SEPTIEMBRE,,AV BELLA VISTA,FALSO,,EL TORO,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:35,19:50,"5,4"
"995",2.48813633338457,2021/09/21,07:55:00,SEPTIEMBRE,"117",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:36,19:48,"0,2"
"996",2.51177376347987,2021/09/21,16:50:00,SEPTIEMBRE,,CR MAGALUF-S.PONSA,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:36,19:48,"0,2"
"997",2.48258930619686,2021/09/21,16:45:00,SEPTIEMBRE,"4",CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:36,19:48,"0,2"
"998",2.53187276038285,2021/09/22,10:00:00,SEPTIEMBRE,"3",AV NOTARI ALEMANY,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:37,19:46,"2,1"
"999",2.56829511975544,2021/09/22,22:14:00,SEPTIEMBRE,,CL ANTONI M. ALCOVER,FALSO,,COSTA DEN BLANES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:37,19:46,"2,1"
"1000",2.53332643404365,2021/09/23,10:30:00,SEPTIEMBRE,"5",AV BADIA DE PALMA,FALSO,,BADIA DE PALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:38,19:45,"0,0"
"1001",2.53249078930451,2021/09/23,13:05:00,SEPTIEMBRE,"13",AV OLIVERA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:38,19:45,"0,0"
"1002",2.51975808782342,2021/09/25,13:00:00,SEPTIEMBRE,,AV MALLORCA,FALSO,,SOL DE MALLORCA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:40,19:41,"0,6"
