gid;hora;mes;n;ubicacion;cruce;ubicacion_;nucleo;alcoholemi;gravedad;herido_hos;herido_h_1;fallecidos;alcance;atropello;caida;choque;colision;marcha_atr;salida_de_;sin_clasif;vuelco;autor_desc;n_vehÍc;turismo;furgon;camion;autobus;motociclet;ciclomotor;bicicleta;vmp;peaton;animal;otros;dia_semana;aÑo;fecha;HORARIO_SOL_AMANECER;HORARIO_SOL_OCASO;coord_x;coord_y
"1148";04:15;ENERO;"12";CL MALGRAT;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/01/01;08:11:51;17:37:22;2.4499960980;39.5390627772
"1149";13:55;ENERO;"11";CL GUILLEM DE MONTCA;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/01/04;08:12:04;17:39:52;2.4876157623;39.5237209501
"1150";17:05;ENERO;"2";CL BENITO J. FEIJOO;FALSO;;COSTA DEN BLANES;NEGATIVO;HERIDO_HOSP+24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/01/04;08:12:04;17:39:52;2.5671357603;39.5331542298
"1151";20:15;ENERO;"2";CM QUARTERADES;FALSO;;CALVIA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/01/04;08:12:04;17:39:52;2.5129462428;39.5548456739
"1152";16:20;ENERO;;CR CALA FIGUERA;FALSO;;SA PORRASSA;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/01/04;08:12:04;17:39:52;2.5188716269;39.5119180336
"1153";14:30;ENERO;;PZ PORTALS;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2022";2022/01/05;08:12:04;17:40:45;2.5724328697;39.5353180250
"1154";10:30;ENERO;"3";CL PINZONS;FALSO;;PALMANOVA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;6;"2022";2022/01/07;08:11:58;17:42:35;2.5352963224;39.5155684419
"1156";20:00;ENERO;"2";CL EIVISSA;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/01/07;08:11:58;17:42:35;2.4527543697;39.5396560514
"1155";04:10;ENERO;"2";CM PORRASSA;FALSO;;MAGALUF;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/01/08;08:11:51;17:43:32;2.5314096540;39.5055101368
"1157";13:35;ENERO;;AV TOMAS BLANES TOLOSA;VERDADERO;AUTOPISTA MA-1;COSTA DEN BLANES;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/09;08:11:43;17:44:30;2.5662427080;39.5363802511
"1158";16:50;ENERO;;(CL VELAZQUEZ);VERDADERO;CL CALA BLANCA;PALMANOVA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/09;08:11:43;17:44:30;2.5390217783;39.5118869837
"1159";14:45;ENERO;"9";CL ORATORI;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/01/13;08:10:48;17:48:34;2.5727666248;39.5348742558
"1166";10:00;ENERO;"94";AV MAR;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/01/13;08:10:48;17:48:34;2.4783572664;39.4808427672
"1160";14:20;ENERO;"17";CL ARQUITECTE F CASA;FALSO;;BENDINAT;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/01/14;08:10:29;17:49:37;2.5841443148;39.5400872663
"1161";00:10;ENERO;;CR CALA FIGUERA;FALSO;;SA PORRASSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/01/15;08:10:08;17:50:41;2.5212989758;39.5182190685
"1162";11:00;ENERO;;CL PERE M. MARQUES;VERDADERO;CL MESTRE NICOLAU;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/01/15;08:10:08;17:50:41;2.5401161001;39.5255757773
"1163";12:20;ENERO;"10";CL CORDOVA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/01/20;08:07:53;17:56:15;2.5411554877;39.5303207378
"1164";10:30;ENERO;;CL FALCO;VERDADERO;CL CAN FERRER;SON FERRER;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/01/21;08:07:19;17:57:24;2.5006241099;39.4955190559
"1165";10:10;ENERO;;CR CALA FIGUERA;VERDADERO;CL BLANC;SA PORRASSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/01/24;08:05:29;18:00:53;2.5186283095;39.5116915691
"1167";15:20;ENERO;"8";CL SON BUGADELLES;FALSO;;SON BUGADELLES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/01/25;08:04:48;18:02:03;2.5103798587;39.5314571057
"1168";12:10;ENERO;"2";CL SON THOMAS;FALSO;;SON BUGADELLES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2022";2022/01/26;08:04:05;18:03:14;2.5022594046;39.5275243866
"1169";14:45;ENERO;;CL MAR MEDITERRANIA;VERDADERO;CL COLOMER;SON BUGADELLES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/01/27;08:03:21;18:04:25;2.5044245984;39.5291336259
"1170";14:33;ENERO;;CM PORRASSA;VERDADERO;AV PALMERES;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/01/27;08:03:21;18:04:25;2.5291005785;39.5047497908
"1171";10:50;ENERO;"3";CL MIL PINS;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/01/28;08:02:34;18:05:36;2.4709312853;39.5237644693
"1172";11:40;ENERO;;CR MAGALUF-S.PONSA;FALSO;;EL TORO;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;6;"2022";2022/01/28;08:02:34;18:05:36;2.4769324680;39.4938083864
"1173";15:02;ENERO;"31";CL RAMON DE MONTCADA;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/01/28;08:02:34;18:05:36;2.4825555235;39.5197535844
"1174";01:40;ENERO;"27";CL TALAIA;FALSO;;PAGUERA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"5";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/30;08:00:57;18:08:00;2.4470594364;39.5415305886
"1175";05:20;ENERO;"15";CL CAN FERRER;FALSO;;SON FERRER;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;"4";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/30;08:00:57;18:08:00;2.5055538691;39.4969809426
"1176";17:45;ENERO;"5";CL JAUME I;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/30;08:00:57;18:08:00;2.5344796284;39.5193378398
"1177";05:00;ENERO;"8";AV NOTARI ALEMANY;FALSO;;MAGALUF;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/01/30;08:00:57;18:08:00;2.5312400449;39.5041095699
"1178";15:15;FEBRERO;"7";CL CASTELLO;FALSO;;PALMANOVA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/02/01;07:59:12;18:10:24;2.5418287811;39.5289721709
"1184";18:30;FEBRERO;"1";AV OLIVERA;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;5;"2022";2022/02/03;07:57:20;18:12:48;2.5321487216;39.5056054866
"1183";09:05;FEBRERO;;CR PALMANOVA-CALVIA;VERDADERO;CR ANDRATX;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/02/03;07:57:20;18:12:48;2.5380370110;39.5267155099
"1185";10:30;FEBRERO;"10";AV PINS;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/05;07:55:22;18:15:12;2.4790438404;39.4863165530
"1186";11:15;FEBRERO;;CR ANDRATX;VERDADERO;PZ CONQUESTA;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/05;07:55:22;18:15:12;2.5948729158;39.5467835051
"1187";02:25;FEBRERO;;PZ FONERS;VERDADERO;CM PORRASSA;MAGALUF;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/05;07:55:22;18:15:12;2.5320051696;39.5051937109
"1191";10:00;FEBRERO;;PZ LEPANTO;FALSO;();CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/05;07:55:22;18:15:12;2.5946025740;39.5425153631
"1188";17:45;FEBRERO;;CR MAGALUF-S.PONSA;FALSO;();SON FERRER;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/07;07:53:18;18:17:35;2.5090381847;39.4960189858
"1189";13:30;FEBRERO;"1";AV MAR;FALSO;();COSTA DE LA CALMA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/07;07:53:18;18:17:35;2.4684869134;39.5255441733
"1190";13:00;FEBRERO;"36";CR CIRCUNVALACION;FALSO;();PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/02/08;07:52:14;18:18:47;2.4590358121;39.5393412606
"1182";18:40;FEBRERO;;CL MONGES;VERDADERO;CL MAJOR;CALVIA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/02/11;07:48:53;18:22:21;2.5063272468;39.5659494976
"1181";10:33;FEBRERO;;CR CALA FIGUERA;VERDADERO;CR PALMA-ANDRATX;SA PORRASSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/12;07:47:43;18:23:32;2.5216468838;39.5192957791
"1180";03:00;FEBRERO;;CR MAGALUF-S.PONSA;FALSO;;EL TORO;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/02/13;07:46:31;18:24:42;2.4847022317;39.4904907969
"1179";07:45;FEBRERO;;CR MAGALUF-S.PONSA;FALSO;;SA PORRASSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/14;07:45:19;18:25:53;2.5176830070;39.4986322038
"1192";17:00;FEBRERO;"7";GV PUIG DES CASTELLET;FALSO;();SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2022";2022/02/15;07:44:05;18:27:03;2.4896489977;39.5156479694
"1193";14:40;FEBRERO;"2";CL GERMANS MONTCADA;FALSO;();PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2022";2022/02/17;07:41:33;18:29:22;2.5364128228;39.5219509183
"1194";09:32;FEBRERO;;GV SALOBRAR;VERDADERO;GV PUIG DE RANDA;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/02/18;07:40:16;18:30:31;2.4849831099;39.5114976604
"1195";05:30;FEBRERO;;AV NOTARI ALEMANY;VERDADERO;AV BADIA DE PALMA;MAGALUF;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/19;07:38:57;18:31:40;2.5342128638;39.5015462168
"1196";21:40;FEBRERO;"23";CL RIU SIL;FALSO;();SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/19;07:38:57;18:31:40;2.4863372849;39.5197891051
"1197";15:50;FEBRERO;"31";CL MAJOR;VERDADERO;CR VELLA CAPDELLA;ES CAPDELLA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/02/20;07:37:37;18:32:48;2.4711473740;39.5780521733
"1198";16:13;FEBRERO;;CR VELLA CAPDELLA;FALSO;();ES CAPDELLA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/21;07:36:17;18:33:56;2.4742621739;39.5766368335
"1199";17:30;FEBRERO;"21";CR ANDRATX;FALSO;();CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/21;07:36:17;18:33:56;2.5950323567;39.5469212744
"1200";14:08;FEBRERO;"13";AV PALMERES;FALSO;();MAGALUF;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2022";2022/02/21;07:36:17;18:33:56;2.5300858855;39.5088557366
"1201";08:38;FEBRERO;"13";CL VICTORIA;FALSO;();PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2022";2022/02/23;07:33:32;18:36:11;2.5728275692;39.5395459861
"1202";14:00;FEBRERO;"2";CL ANTONI M. ALCOVER;FALSO;();COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2022";2022/02/23;07:33:32;18:36:11;2.5665414085;39.5316498105
"1203";14:50;FEBRERO;;GV REI SANXO;VERDADERO;CL LISBOA;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2022";2022/02/25;07:30:43;18:38:25;2.4806857909;39.5132168511
"1204";16:00;FEBRERO;"13";CL JAIME III;FALSO;();CALVIA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/26;07:29:18;18:39:31;2.5066997165;39.5672696022
"1205";15:10;FEBRERO;;AV REI JAUME I;VERDADERO;(GV PUIG DES CASTELLET);SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/26;07:29:18;18:39:31;2.4887042031;39.5177239932
"1206";20:20;FEBRERO;"44";CL CAN FERRER;FALSO;();SON FERRER;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2022";2022/02/26;07:29:18;18:39:31;2.5011929055;39.4957253323
"1207";04:15;FEBRERO;;CM PORRASSA;VERDADERO;CL GONGORA;MAGALUF;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2022";2022/02/27;07:27:51;18:40:37;2.5269709482;39.5039211892
"1208";00:17;FEBRERO;;CR S. PONSA-CALVIA;FALSO;();GALATZO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;1;"2022";2022/02/27;07:27:51;18:40:37;2.4961938096;39.5238732347
